ID_Pago,ID_Poliza,Fecha_Pago,Monto_Pago,Estado_Pago,Metodo_Pago
PAG-03298,POL-0403,2025-06-23,187.52,Completado,Efectivo
PAG-03299,POL-0403,2025-07-23,187.52,Completado,Transferencia
PAG-03300,POL-0403,2025-08-22,187.52,Completado,Efectivo
PAG-03301,POL-0403,2025-09-21,187.52,Completado,Transferencia
PAG-03302,POL-0403,2025-10-21,187.52,Completado,Transferencia
PAG-03303,POL-0404,2024-12-15,51.05,Completado,Efectivo
PAG-03304,POL-0404,2025-01-14,51.05,Completado,Transferencia
PAG-03305,POL-0404,2025-02-13,51.05,Completado,Transferencia
PAG-03306,POL-0404,2025-03-15,51.05,Completado,Efectivo
PAG-03307,POL-0404,2025-04-14,51.05,Completado,Transferencia
PAG-03308,POL-0404,2025-05-14,51.05,Completado,Efectivo
PAG-03309,POL-0404,2025-06-13,51.05,Completado,Efectivo
PAG-03310,POL-0404,2025-07-13,51.05,Completado,Tarjeta
PAG-03311,POL-0404,2025-08-12,51.05,Completado,Transferencia
PAG-03312,POL-0404,2025-09-11,51.05,Completado,Transferencia
PAG-03313,POL-0404,2025-10-11,51.05,Completado,Efectivo
PAG-03314,POL-0406,2025-08-23,144.41,Completado,Efectivo
PAG-03315,POL-0406,2025-09-22,144.41,Completado,Transferencia
PAG-03316,POL-0406,2025-10-22,144.41,Pendiente,Tarjeta
PAG-03317,POL-0407,2024-05-08,256.59,Pendiente,Efectivo
PAG-03318,POL-0407,2024-06-07,256.59,Completado,Tarjeta
PAG-03319,POL-0407,2024-07-07,256.59,Completado,Tarjeta
PAG-03320,POL-0407,2024-08-06,256.59,Pendiente,Transferencia
PAG-03321,POL-0407,2024-09-05,256.59,Completado,Efectivo
PAG-03322,POL-0407,2024-10-05,256.59,Completado,Tarjeta
PAG-03323,POL-0407,2024-11-04,256.59,Completado,Efectivo
PAG-03324,POL-0407,2024-12-04,256.59,Completado,Tarjeta
PAG-03325,POL-0407,2025-01-03,256.59,Completado,Transferencia
PAG-03326,POL-0407,2025-02-02,256.59,Completado,Transferencia
PAG-03327,POL-0407,2025-03-04,256.59,Pendiente,Efectivo
PAG-03328,POL-0407,2025-04-03,256.59,Pendiente,Tarjeta
PAG-03329,POL-0407,2025-05-03,256.59,Completado,Efectivo
PAG-03330,POL-0409,2024-04-14,267.58,Completado,Transferencia
PAG-03331,POL-0409,2024-05-14,267.58,Completado,Tarjeta
PAG-03332,POL-0409,2024-06-13,267.58,Pendiente,Tarjeta
PAG-03333,POL-0409,2024-07-13,267.58,Pendiente,Transferencia
PAG-03334,POL-0409,2024-08-12,267.58,Completado,Efectivo
PAG-03335,POL-0409,2024-09-11,267.58,Completado,Tarjeta
PAG-03336,POL-0409,2024-10-11,267.58,Completado,Transferencia
PAG-03337,POL-0409,2024-11-10,267.58,Completado,Efectivo
PAG-03338,POL-0409,2024-12-10,267.58,Completado,Tarjeta
PAG-03339,POL-0409,2025-01-09,267.58,Completado,Efectivo
PAG-03340,POL-0409,2025-02-08,267.58,Completado,Tarjeta
PAG-03341,POL-0409,2025-03-10,267.58,Completado,Tarjeta
PAG-03342,POL-0409,2025-04-09,267.58,Completado,Transferencia
PAG-03343,POL-0410,2024-07-08,215.2,Completado,Tarjeta
PAG-03344,POL-0410,2024-08-07,215.2,Completado,Transferencia
PAG-03345,POL-0410,2024-09-06,215.2,Completado,Tarjeta
PAG-03346,POL-0410,2024-10-06,215.2,Completado,Efectivo
PAG-03347,POL-0410,2024-11-05,215.2,Pendiente,Tarjeta
PAG-03348,POL-0410,2024-12-05,215.2,Pendiente,Efectivo
PAG-03349,POL-0410,2025-01-04,215.2,Completado,Efectivo
PAG-03350,POL-0410,2025-02-03,215.2,Completado,Efectivo
PAG-03351,POL-0410,2025-03-05,215.2,Pendiente,Transferencia
PAG-03352,POL-0410,2025-04-04,215.2,Completado,Tarjeta
PAG-03353,POL-0410,2025-05-04,215.2,Completado,Transferencia
PAG-03354,POL-0410,2025-06-03,215.2,Completado,Transferencia
PAG-03355,POL-0410,2025-07-03,215.2,Completado,Tarjeta
PAG-03356,POL-0411,2024-01-10,99.81,Completado,Efectivo
PAG-03357,POL-0411,2024-02-09,99.81,Completado,Transferencia
PAG-03358,POL-0411,2024-03-10,99.81,Completado,Tarjeta
PAG-03359,POL-0411,2024-04-09,99.81,Completado,Tarjeta
PAG-03360,POL-0411,2024-05-09,99.81,Completado,Tarjeta
PAG-03361,POL-0411,2024-06-08,99.81,Completado,Transferencia
PAG-03362,POL-0411,2024-07-08,99.81,Completado,Transferencia
PAG-03363,POL-0411,2024-08-07,99.81,Completado,Tarjeta
PAG-03364,POL-0411,2024-09-06,99.81,Completado,Efectivo
PAG-03365,POL-0411,2024-10-06,99.81,Completado,Efectivo
PAG-03366,POL-0411,2024-11-05,99.81,Completado,Efectivo
PAG-03367,POL-0411,2024-12-05,99.81,Completado,Efectivo
PAG-03368,POL-0411,2025-01-04,99.81,Completado,Efectivo
PAG-03369,POL-0412,2025-09-05,283.95,Completado,Efectivo
PAG-03370,POL-0412,2025-10-05,283.95,Completado,Tarjeta
PAG-03371,POL-0414,2023-11-15,66.01,Completado,Transferencia
PAG-03372,POL-0414,2023-12-15,66.01,Completado,Transferencia
PAG-03373,POL-0414,2024-01-14,66.01,Pendiente,Tarjeta
PAG-03374,POL-0414,2024-02-13,66.01,Completado,Transferencia
PAG-03375,POL-0414,2024-03-14,66.01,Completado,Transferencia
PAG-03376,POL-0414,2024-04-13,66.01,Completado,Tarjeta
PAG-03377,POL-0414,2024-05-13,66.01,Completado,Tarjeta
PAG-03378,POL-0414,2024-06-12,66.01,Completado,Transferencia
PAG-03379,POL-0414,2024-07-12,66.01,Completado,Efectivo
PAG-03380,POL-0414,2024-08-11,66.01,Completado,Transferencia
PAG-03381,POL-0414,2024-09-10,66.01,Completado,Tarjeta
PAG-03382,POL-0414,2024-10-10,66.01,Completado,Efectivo
PAG-03383,POL-0414,2024-11-09,66.01,Completado,Efectivo
PAG-03384,POL-0415,2025-07-28,111.11,Completado,Transferencia
PAG-03385,POL-0415,2025-08-27,111.11,Completado,Transferencia
PAG-03386,POL-0415,2025-09-26,111.11,Pendiente,Tarjeta
PAG-03387,POL-0416,2025-05-01,63.79,Completado,Transferencia
PAG-03388,POL-0416,2025-05-31,63.79,Completado,Transferencia
PAG-03389,POL-0416,2025-06-30,63.79,Completado,Efectivo
PAG-03390,POL-0416,2025-07-30,63.79,Completado,Efectivo
PAG-03391,POL-0416,2025-08-29,63.79,Completado,Transferencia
PAG-03392,POL-0416,2025-09-28,63.79,Completado,Efectivo
PAG-03393,POL-0417,2025-09-18,116.78,Completado,Tarjeta
PAG-03394,POL-0417,2025-10-18,116.78,Completado,Transferencia
PAG-03395,POL-0418,2025-07-08,38.87,Completado,Efectivo
PAG-03396,POL-0418,2025-08-07,38.87,Pendiente,Tarjeta
PAG-03397,POL-0418,2025-09-06,38.87,Completado,Transferencia
PAG-03398,POL-0418,2025-10-06,38.87,Completado,Efectivo
PAG-03399,POL-0420,2024-07-14,125.8,Completado,Transferencia
PAG-03400,POL-0420,2024-08-13,125.8,Completado,Tarjeta
PAG-03401,POL-0420,2024-09-12,125.8,Completado,Tarjeta
PAG-03402,POL-0420,2024-10-12,125.8,Completado,Tarjeta
PAG-03403,POL-0420,2024-11-11,125.8,Completado,Transferencia
PAG-03404,POL-0420,2024-12-11,125.8,Completado,Transferencia
PAG-03405,POL-0420,2025-01-10,125.8,Completado,Transferencia
PAG-03406,POL-0420,2025-02-09,125.8,Completado,Transferencia
PAG-03407,POL-0420,2025-03-11,125.8,Completado,Transferencia
PAG-03408,POL-0420,2025-04-10,125.8,Completado,Efectivo
PAG-03409,POL-0420,2025-05-10,125.8,Completado,Efectivo
PAG-03410,POL-0420,2025-06-09,125.8,Completado,Tarjeta
PAG-03411,POL-0420,2025-07-09,125.8,Pendiente,Tarjeta
PAG-03412,POL-0421,2024-10-30,235.04,Completado,Tarjeta
PAG-03413,POL-0421,2024-11-29,235.04,Completado,Efectivo
PAG-03414,POL-0421,2024-12-29,235.04,Completado,Transferencia
PAG-03415,POL-0421,2025-01-28,235.04,Completado,Tarjeta
PAG-03416,POL-0421,2025-02-27,235.04,Completado,Tarjeta
PAG-03417,POL-0421,2025-03-29,235.04,Completado,Efectivo
PAG-03418,POL-0421,2025-04-28,235.04,Completado,Transferencia
PAG-03419,POL-0421,2025-05-28,235.04,Completado,Tarjeta
PAG-03420,POL-0421,2025-06-27,235.04,Completado,Tarjeta
PAG-03421,POL-0421,2025-07-27,235.04,Completado,Efectivo
PAG-03422,POL-0421,2025-08-26,235.04,Completado,Efectivo
PAG-03423,POL-0421,2025-09-25,235.04,Completado,Transferencia
PAG-03424,POL-0422,2024-07-25,281.12,Completado,Transferencia
PAG-03425,POL-0422,2024-08-24,281.12,Pendiente,Tarjeta
PAG-03426,POL-0422,2024-09-23,281.12,Completado,Efectivo
PAG-03427,POL-0422,2024-10-23,281.12,Completado,Tarjeta
PAG-03428,POL-0422,2024-11-22,281.12,Completado,Tarjeta
PAG-03429,POL-0422,2024-12-22,281.12,Completado,Tarjeta
PAG-03430,POL-0422,2025-01-21,281.12,Completado,Tarjeta
PAG-03431,POL-0422,2025-02-20,281.12,Completado,Transferencia
PAG-03432,POL-0422,2025-03-22,281.12,Completado,Transferencia
PAG-03433,POL-0422,2025-04-21,281.12,Completado,Transferencia
PAG-03434,POL-0422,2025-05-21,281.12,Completado,Efectivo
PAG-03435,POL-0422,2025-06-20,281.12,Completado,Transferencia
PAG-03436,POL-0422,2025-07-20,281.12,Completado,Tarjeta
PAG-03437,POL-0424,2024-03-13,114.39,Completado,Efectivo
PAG-03438,POL-0424,2024-04-12,114.39,Completado,Tarjeta
PAG-03439,POL-0424,2024-05-12,114.39,Completado,Tarjeta
PAG-03440,POL-0424,2024-06-11,114.39,Completado,Tarjeta
PAG-03441,POL-0424,2024-07-11,114.39,Completado,Transferencia
PAG-03442,POL-0424,2024-08-10,114.39,Completado,Transferencia
PAG-03443,POL-0424,2024-09-09,114.39,Pendiente,Transferencia
PAG-03444,POL-0424,2024-10-09,114.39,Completado,Transferencia
PAG-03445,POL-0424,2024-11-08,114.39,Completado,Efectivo
PAG-03446,POL-0424,2024-12-08,114.39,Completado,Efectivo
PAG-03447,POL-0424,2025-01-07,114.39,Completado,Efectivo
PAG-03448,POL-0424,2025-02-06,114.39,Completado,Efectivo
PAG-03449,POL-0424,2025-03-08,114.39,Completado,Transferencia
PAG-03450,POL-0425,2025-04-14,89.62,Pendiente,Efectivo
PAG-03451,POL-0425,2025-05-14,89.62,Completado,Transferencia
PAG-03452,POL-0425,2025-06-13,89.62,Completado,Transferencia
PAG-03453,POL-0425,2025-07-13,89.62,Completado,Transferencia
PAG-03454,POL-0425,2025-08-12,89.62,Completado,Efectivo
PAG-03455,POL-0425,2025-09-11,89.62,Completado,Transferencia
PAG-03456,POL-0425,2025-10-11,89.62,Completado,Tarjeta
PAG-03457,POL-0426,2025-04-23,241.74,Completado,Efectivo
PAG-03458,POL-0426,2025-05-23,241.74,Completado,Tarjeta
PAG-03459,POL-0426,2025-06-22,241.74,Completado,Tarjeta
PAG-03460,POL-0426,2025-07-22,241.74,Completado,Tarjeta
PAG-03461,POL-0426,2025-08-21,241.74,Completado,Transferencia
PAG-03462,POL-0426,2025-09-20,241.74,Completado,Transferencia
PAG-03463,POL-0426,2025-10-20,241.74,Completado,Transferencia
PAG-03464,POL-0427,2024-03-05,101.17,Completado,Transferencia
PAG-03465,POL-0427,2024-04-04,101.17,Completado,Efectivo
PAG-03466,POL-0427,2024-05-04,101.17,Pendiente,Efectivo
PAG-03467,POL-0427,2024-06-03,101.17,Completado,Efectivo
PAG-03468,POL-0427,2024-07-03,101.17,Completado,Efectivo
PAG-03469,POL-0427,2024-08-02,101.17,Completado,Tarjeta
PAG-03470,POL-0427,2024-09-01,101.17,Completado,Efectivo
PAG-03471,POL-0427,2024-10-01,101.17,Completado,Transferencia
PAG-03472,POL-0427,2024-10-31,101.17,Completado,Tarjeta
PAG-03473,POL-0427,2024-11-30,101.17,Completado,Transferencia
PAG-03474,POL-0427,2024-12-30,101.17,Completado,Efectivo
PAG-03475,POL-0427,2025-01-29,101.17,Completado,Transferencia
PAG-03476,POL-0427,2025-02-28,101.17,Completado,Tarjeta
PAG-03477,POL-0428,2024-04-03,90.26,Completado,Transferencia
PAG-03478,POL-0428,2024-05-03,90.26,Pendiente,Tarjeta
PAG-03479,POL-0428,2024-06-02,90.26,Completado,Efectivo
PAG-03480,POL-0428,2024-07-02,90.26,Completado,Efectivo
PAG-03481,POL-0428,2024-08-01,90.26,Completado,Efectivo
PAG-03482,POL-0428,2024-08-31,90.26,Completado,Transferencia
PAG-03483,POL-0428,2024-09-30,90.26,Completado,Tarjeta
PAG-03484,POL-0428,2024-10-30,90.26,Completado,Efectivo
PAG-03485,POL-0428,2024-11-29,90.26,Completado,Efectivo
PAG-03486,POL-0428,2024-12-29,90.26,Completado,Tarjeta
PAG-03487,POL-0428,2025-01-28,90.26,Completado,Efectivo
PAG-03488,POL-0428,2025-02-27,90.26,Completado,Tarjeta
PAG-03489,POL-0428,2025-03-29,90.26,Pendiente,Efectivo
PAG-03490,POL-0429,2024-01-06,232.33,Completado,Tarjeta
PAG-03491,POL-0429,2024-02-05,232.33,Completado,Transferencia
PAG-03492,POL-0429,2024-03-06,232.33,Completado,Tarjeta
PAG-03493,POL-0429,2024-04-05,232.33,Completado,Tarjeta
PAG-03494,POL-0429,2024-05-05,232.33,Completado,Tarjeta
PAG-03495,POL-0429,2024-06-04,232.33,Completado,Tarjeta
PAG-03496,POL-0429,2024-07-04,232.33,Completado,Transferencia
PAG-03497,POL-0429,2024-08-03,232.33,Completado,Transferencia
PAG-03498,POL-0429,2024-09-02,232.33,Completado,Transferencia
PAG-03499,POL-0429,2024-10-02,232.33,Completado,Transferencia
PAG-03500,POL-0429,2024-11-01,232.33,Completado,Tarjeta
PAG-03501,POL-0429,2024-12-01,232.33,Completado,Efectivo
PAG-03502,POL-0429,2024-12-31,232.33,Pendiente,Tarjeta
PAG-03503,POL-0430,2025-10-17,101.92,Completado,Transferencia
PAG-03504,POL-0434,2025-04-04,266.3,Completado,Transferencia
PAG-03505,POL-0434,2025-05-04,266.3,Completado,Transferencia
PAG-03506,POL-0434,2025-06-03,266.3,Completado,Tarjeta
PAG-03507,POL-0434,2025-07-03,266.3,Pendiente,Efectivo
PAG-03508,POL-0434,2025-08-02,266.3,Pendiente,Transferencia
PAG-03509,POL-0434,2025-09-01,266.3,Completado,Tarjeta
PAG-03510,POL-0434,2025-10-01,266.3,Completado,Transferencia
PAG-03511,POL-0435,2024-01-13,90.36,Completado,Efectivo
PAG-03512,POL-0435,2024-02-12,90.36,Completado,Transferencia
PAG-03513,POL-0435,2024-03-13,90.36,Pendiente,Efectivo
PAG-03514,POL-0435,2024-04-12,90.36,Completado,Efectivo
PAG-03515,POL-0435,2024-05-12,90.36,Completado,Efectivo
PAG-03516,POL-0435,2024-06-11,90.36,Pendiente,Transferencia
PAG-03517,POL-0435,2024-07-11,90.36,Completado,Transferencia
PAG-03518,POL-0435,2024-08-10,90.36,Completado,Transferencia
PAG-03519,POL-0435,2024-09-09,90.36,Completado,Transferencia
PAG-03520,POL-0435,2024-10-09,90.36,Completado,Tarjeta
PAG-03521,POL-0435,2024-11-08,90.36,Completado,Transferencia
PAG-03522,POL-0435,2024-12-08,90.36,Completado,Tarjeta
PAG-03523,POL-0435,2025-01-07,90.36,Pendiente,Tarjeta
PAG-03524,POL-0436,2024-10-23,54.68,Completado,Efectivo
PAG-03525,POL-0436,2024-11-22,54.68,Completado,Transferencia
PAG-03526,POL-0436,2024-12-22,54.68,Completado,Transferencia
PAG-03527,POL-0436,2025-01-21,54.68,Completado,Tarjeta
PAG-03528,POL-0436,2025-02-20,54.68,Pendiente,Transferencia
PAG-03529,POL-0436,2025-03-22,54.68,Pendiente,Tarjeta
PAG-03530,POL-0436,2025-04-21,54.68,Completado,Efectivo
PAG-03531,POL-0436,2025-05-21,54.68,Completado,Tarjeta
PAG-03532,POL-0436,2025-06-20,54.68,Completado,Transferencia
PAG-03533,POL-0436,2025-07-20,54.68,Completado,Efectivo
PAG-03534,POL-0436,2025-08-19,54.68,Completado,Transferencia
PAG-03535,POL-0436,2025-09-18,54.68,Completado,Efectivo
PAG-03536,POL-0436,2025-10-18,54.68,Completado,Efectivo
PAG-03537,POL-0437,2025-03-02,109.9,Completado,Transferencia
PAG-03538,POL-0437,2025-04-01,109.9,Pendiente,Tarjeta
PAG-03539,POL-0437,2025-05-01,109.9,Completado,Tarjeta
PAG-03540,POL-0437,2025-05-31,109.9,Completado,Transferencia
PAG-03541,POL-0437,2025-06-30,109.9,Completado,Tarjeta
PAG-03542,POL-0437,2025-07-30,109.9,Completado,Efectivo
PAG-03543,POL-0437,2025-08-29,109.9,Completado,Transferencia
PAG-03544,POL-0437,2025-09-28,109.9,Completado,Tarjeta
PAG-03545,POL-0438,2025-08-18,56.92,Completado,Efectivo
PAG-03546,POL-0438,2025-09-17,56.92,Pendiente,Tarjeta
PAG-03547,POL-0438,2025-10-17,56.92,Completado,Transferencia
PAG-03548,POL-0439,2025-10-06,243.9,Completado,Tarjeta
PAG-03549,POL-0442,2025-07-10,141.56,Completado,Tarjeta
PAG-03550,POL-0442,2025-08-09,141.56,Completado,Tarjeta
PAG-03551,POL-0442,2025-09-08,141.56,Completado,Tarjeta
PAG-03552,POL-0442,2025-10-08,141.56,Completado,Tarjeta
PAG-03553,POL-0443,2024-09-02,34.2,Completado,Efectivo
PAG-03554,POL-0443,2024-10-02,34.2,Pendiente,Transferencia
PAG-03555,POL-0443,2024-11-01,34.2,Completado,Transferencia
PAG-03556,POL-0443,2024-12-01,34.2,Completado,Tarjeta
PAG-03557,POL-0443,2024-12-31,34.2,Pendiente,Transferencia
PAG-03558,POL-0443,2025-01-30,34.2,Completado,Tarjeta
PAG-03559,POL-0443,2025-03-01,34.2,Completado,Transferencia
PAG-03560,POL-0443,2025-03-31,34.2,Completado,Efectivo
PAG-03561,POL-0443,2025-04-30,34.2,Completado,Tarjeta
PAG-03562,POL-0443,2025-05-30,34.2,Completado,Tarjeta
PAG-03563,POL-0443,2025-06-29,34.2,Completado,Tarjeta
PAG-03564,POL-0443,2025-07-29,34.2,Pendiente,Efectivo
PAG-03565,POL-0443,2025-08-28,34.2,Completado,Tarjeta
PAG-03566,POL-0445,2024-03-14,52.48,Completado,Transferencia
PAG-03567,POL-0445,2024-04-13,52.48,Completado,Transferencia
PAG-03568,POL-0445,2024-05-13,52.48,Completado,Tarjeta
PAG-03569,POL-0445,2024-06-12,52.48,Completado,Transferencia
PAG-03570,POL-0445,2024-07-12,52.48,Completado,Tarjeta
PAG-03571,POL-0445,2024-08-11,52.48,Completado,Transferencia
PAG-03572,POL-0445,2024-09-10,52.48,Completado,Efectivo
PAG-03573,POL-0445,2024-10-10,52.48,Completado,Efectivo
PAG-03574,POL-0445,2024-11-09,52.48,Completado,Tarjeta
PAG-03575,POL-0445,2024-12-09,52.48,Completado,Efectivo
PAG-03576,POL-0445,2025-01-08,52.48,Completado,Efectivo
PAG-03577,POL-0445,2025-02-07,52.48,Completado,Efectivo
PAG-03578,POL-0445,2025-03-09,52.48,Completado,Tarjeta
PAG-03579,POL-0446,2025-10-01,243.95,Completado,Efectivo
PAG-03580,POL-0447,2023-11-21,69.13,Completado,Transferencia
PAG-03581,POL-0447,2023-12-21,69.13,Completado,Efectivo
PAG-03582,POL-0447,2024-01-20,69.13,Completado,Transferencia
PAG-03583,POL-0447,2024-02-19,69.13,Completado,Transferencia
PAG-03584,POL-0447,2024-03-20,69.13,Completado,Tarjeta
PAG-03585,POL-0447,2024-04-19,69.13,Completado,Efectivo
PAG-03586,POL-0447,2024-05-19,69.13,Completado,Transferencia
PAG-03587,POL-0447,2024-06-18,69.13,Completado,Efectivo
PAG-03588,POL-0447,2024-07-18,69.13,Completado,Tarjeta
PAG-03589,POL-0447,2024-08-17,69.13,Completado,Efectivo
PAG-03590,POL-0447,2024-09-16,69.13,Completado,Transferencia
PAG-03591,POL-0447,2024-10-16,69.13,Completado,Efectivo
PAG-03592,POL-0447,2024-11-15,69.13,Completado,Transferencia
PAG-03593,POL-0448,2025-05-09,129.99,Completado,Efectivo
PAG-03594,POL-0448,2025-06-08,129.99,Completado,Efectivo
PAG-03595,POL-0448,2025-07-08,129.99,Completado,Tarjeta
PAG-03596,POL-0448,2025-08-07,129.99,Completado,Tarjeta
PAG-03597,POL-0448,2025-09-06,129.99,Pendiente,Tarjeta
PAG-03598,POL-0448,2025-10-06,129.99,Completado,Transferencia
PAG-03599,POL-0450,2024-01-04,219.36,Completado,Tarjeta
PAG-03600,POL-0450,2024-02-03,219.36,Completado,Tarjeta
PAG-03601,POL-0450,2024-03-04,219.36,Completado,Efectivo
PAG-03602,POL-0450,2024-04-03,219.36,Completado,Tarjeta
PAG-03603,POL-0450,2024-05-03,219.36,Completado,Tarjeta
PAG-03604,POL-0450,2024-06-02,219.36,Completado,Efectivo
PAG-03605,POL-0450,2024-07-02,219.36,Completado,Tarjeta
PAG-03606,POL-0450,2024-08-01,219.36,Completado,Transferencia
PAG-03607,POL-0450,2024-08-31,219.36,Pendiente,Tarjeta
PAG-03608,POL-0450,2024-09-30,219.36,Completado,Transferencia
PAG-03609,POL-0450,2024-10-30,219.36,Completado,Tarjeta
PAG-03610,POL-0450,2024-11-29,219.36,Completado,Tarjeta
PAG-03611,POL-0450,2024-12-29,219.36,Completado,Transferencia
PAG-03612,POL-0452,2025-05-06,238.75,Completado,Efectivo
PAG-03613,POL-0452,2025-06-05,238.75,Pendiente,Transferencia
PAG-03614,POL-0452,2025-07-05,238.75,Completado,Transferencia
PAG-03615,POL-0452,2025-08-04,238.75,Completado,Tarjeta
PAG-03616,POL-0452,2025-09-03,238.75,Completado,Efectivo
PAG-03617,POL-0452,2025-10-03,238.75,Completado,Tarjeta
PAG-03618,POL-0454,2025-05-03,238.81,Completado,Efectivo
PAG-03619,POL-0454,2025-06-02,238.81,Completado,Efectivo
PAG-03620,POL-0454,2025-07-02,238.81,Completado,Efectivo
PAG-03621,POL-0454,2025-08-01,238.81,Completado,Tarjeta
PAG-03622,POL-0454,2025-08-31,238.81,Completado,Transferencia
PAG-03623,POL-0454,2025-09-30,238.81,Completado,Tarjeta
PAG-03624,POL-0455,2024-03-18,154.73,Completado,Transferencia
PAG-03625,POL-0455,2024-04-17,154.73,Completado,Transferencia
PAG-03626,POL-0455,2024-05-17,154.73,Completado,Efectivo
PAG-03627,POL-0455,2024-06-16,154.73,Pendiente,Transferencia
PAG-03628,POL-0455,2024-07-16,154.73,Completado,Tarjeta
PAG-03629,POL-0455,2024-08-15,154.73,Completado,Efectivo
PAG-03630,POL-0455,2024-09-14,154.73,Completado,Tarjeta
PAG-03631,POL-0455,2024-10-14,154.73,Pendiente,Tarjeta
PAG-03632,POL-0455,2024-11-13,154.73,Completado,Tarjeta
PAG-03633,POL-0455,2024-12-13,154.73,Completado,Efectivo
PAG-03634,POL-0455,2025-01-12,154.73,Completado,Efectivo
PAG-03635,POL-0455,2025-02-11,154.73,Completado,Efectivo
PAG-03636,POL-0455,2025-03-13,154.73,Completado,Transferencia
PAG-03637,POL-0456,2024-09-05,261.72,Completado,Efectivo
PAG-03638,POL-0456,2024-10-05,261.72,Completado,Efectivo
PAG-03639,POL-0456,2024-11-04,261.72,Completado,Tarjeta
PAG-03640,POL-0456,2024-12-04,261.72,Completado,Efectivo
PAG-03641,POL-0456,2025-01-03,261.72,Completado,Tarjeta
PAG-03642,POL-0456,2025-02-02,261.72,Completado,Transferencia
PAG-03643,POL-0456,2025-03-04,261.72,Completado,Transferencia
PAG-03644,POL-0456,2025-04-03,261.72,Completado,Efectivo
PAG-03645,POL-0456,2025-05-03,261.72,Completado,Tarjeta
PAG-03646,POL-0456,2025-06-02,261.72,Completado,Transferencia
PAG-03647,POL-0456,2025-07-02,261.72,Completado,Efectivo
PAG-03648,POL-0456,2025-08-01,261.72,Completado,Tarjeta
PAG-03649,POL-0456,2025-08-31,261.72,Pendiente,Efectivo
PAG-03650,POL-0457,2024-08-08,46.59,Completado,Transferencia
PAG-03651,POL-0457,2024-09-07,46.59,Pendiente,Transferencia
PAG-03652,POL-0457,2024-10-07,46.59,Completado,Transferencia
PAG-03653,POL-0457,2024-11-06,46.59,Completado,Tarjeta
PAG-03654,POL-0457,2024-12-06,46.59,Completado,Efectivo
PAG-03655,POL-0457,2025-01-05,46.59,Completado,Efectivo
PAG-03656,POL-0457,2025-02-04,46.59,Completado,Transferencia
PAG-03657,POL-0457,2025-03-06,46.59,Pendiente,Transferencia
PAG-03658,POL-0457,2025-04-05,46.59,Pendiente,Efectivo
PAG-03659,POL-0457,2025-05-05,46.59,Completado,Transferencia
PAG-03660,POL-0457,2025-06-04,46.59,Completado,Tarjeta
PAG-03661,POL-0457,2025-07-04,46.59,Completado,Tarjeta
PAG-03662,POL-0457,2025-08-03,46.59,Pendiente,Transferencia
PAG-03663,POL-0458,2025-06-19,213.59,Completado,Transferencia
PAG-03664,POL-0458,2025-07-19,213.59,Completado,Efectivo
PAG-03665,POL-0458,2025-08-18,213.59,Completado,Transferencia
PAG-03666,POL-0458,2025-09-17,213.59,Completado,Efectivo
PAG-03667,POL-0458,2025-10-17,213.59,Completado,Transferencia
PAG-03668,POL-0459,2025-05-20,43.97,Completado,Transferencia
PAG-03669,POL-0459,2025-06-19,43.97,Completado,Transferencia
PAG-03670,POL-0459,2025-07-19,43.97,Completado,Transferencia
PAG-03671,POL-0459,2025-08-18,43.97,Completado,Tarjeta
PAG-03672,POL-0459,2025-09-17,43.97,Completado,Tarjeta
PAG-03673,POL-0459,2025-10-17,43.97,Completado,Efectivo
PAG-03674,POL-0460,2024-12-04,177.83,Completado,Transferencia
PAG-03675,POL-0460,2025-01-03,177.83,Completado,Tarjeta
PAG-03676,POL-0460,2025-02-02,177.83,Completado,Tarjeta
PAG-03677,POL-0460,2025-03-04,177.83,Completado,Tarjeta
PAG-03678,POL-0460,2025-04-03,177.83,Pendiente,Transferencia
PAG-03679,POL-0460,2025-05-03,177.83,Completado,Tarjeta
PAG-03680,POL-0460,2025-06-02,177.83,Pendiente,Tarjeta
PAG-03681,POL-0460,2025-07-02,177.83,Completado,Tarjeta
PAG-03682,POL-0460,2025-08-01,177.83,Completado,Tarjeta
PAG-03683,POL-0460,2025-08-31,177.83,Completado,Tarjeta
PAG-03684,POL-0460,2025-09-30,177.83,Completado,Tarjeta
PAG-03685,POL-0461,2025-04-04,139.03,Completado,Efectivo
PAG-03686,POL-0461,2025-05-04,139.03,Completado,Efectivo
PAG-03687,POL-0461,2025-06-03,139.03,Completado,Transferencia
PAG-03688,POL-0461,2025-07-03,139.03,Completado,Transferencia
PAG-03689,POL-0461,2025-08-02,139.03,Completado,Transferencia
PAG-03690,POL-0461,2025-09-01,139.03,Completado,Efectivo
PAG-03691,POL-0461,2025-10-01,139.03,Completado,Transferencia
PAG-03692,POL-0462,2025-02-05,40.22,Completado,Efectivo
PAG-03693,POL-0462,2025-03-07,40.22,Completado,Transferencia
PAG-03694,POL-0462,2025-04-06,40.22,Pendiente,Efectivo
PAG-03695,POL-0462,2025-05-06,40.22,Completado,Efectivo
PAG-03696,POL-0462,2025-06-05,40.22,Completado,Efectivo
PAG-03697,POL-0462,2025-07-05,40.22,Completado,Tarjeta
PAG-03698,POL-0462,2025-08-04,40.22,Completado,Tarjeta
PAG-03699,POL-0462,2025-09-03,40.22,Completado,Transferencia
PAG-03700,POL-0462,2025-10-03,40.22,Completado,Tarjeta
